antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'Nacionality_1', 'Debtor_0', 'Previous qualification_1', 'Tuition fees up to date_1'})",frozenset({'International_0'}),0.6930379746835443,0.9751356238698011,0.6930379746835443,1.0,1.0254983773759851,0.017231956875042864,inf,0.08100147275404983
"frozenset({'Previous qualification_1', 'International_0', 'Educational special needs_0', 'Tuition fees up to date_1'})",frozenset({'Nacionality_1'}),0.7260397830018083,0.9751356238698011,0.7260397830018083,1.0,1.0254983773759851,0.018052526250044942,inf,0.09075907590759064
"frozenset({'Nacionality_1', 'Previous qualification_1', 'Educational special needs_0', 'Tuition fees up to date_1'})",frozenset({'International_0'}),0.7260397830018083,0.9751356238698011,0.7260397830018083,1.0,1.0254983773759851,0.018052526250044942,inf,0.09075907590759064
"frozenset({'Debtor_0', 'International_0', 'Educational special needs_0', 'Previous qualification_1'})",frozenset({'Nacionality_1'}),0.729882459312839,0.9751356238698011,0.729882459312839,1.0,1.0254983773759851,0.018148071999188997,inf,0.09205020920502072
"frozenset({'Nacionality_1', 'Debtor_0', 'Educational special needs_0', 'Previous qualification_1'})",frozenset({'International_0'}),0.729882459312839,0.9751356238698011,0.729882459312839,1.0,1.0254983773759851,0.018148071999188997,inf,0.09205020920502072
"frozenset({'Tuition fees up to date_1', 'Nacionality_1', 'Marital status_1', 'Debtor_0', 'Previous qualification_1', 'Educational special needs_0'})",frozenset({'International_0'}),0.629746835443038,0.9751356238698011,0.629746835443038,1.0,1.0254983773759851,0.015658262183258165,inf,0.06715506715506711
"frozenset({'International_0', 'Educational special needs_0', 'Scholarship holder_0', 'Tuition fees up to date_1'})",frozenset({'Nacionality_1'}),0.620253164556962,0.9751356238698011,0.620253164556962,1.0,1.0254983773759851,0.015422207979490454,inf,0.06547619047619042
"frozenset({'Tuition fees up to date_1', 'Marital status_1', 'Daytime/evening attendance\t_1', 'International_0', 'Previous qualification_1', 'Educational special needs_0'})",frozenset({'Nacionality_1'}),0.6326853526220615,0.9751356238698011,0.6326853526220615,1.0,1.0254983773759851,0.015731326579662475,inf,0.06769230769230772
"frozenset({'Marital status_1', 'International_0', 'Daytime/evening attendance\t_1', 'Previous qualification_1'})",frozenset({'Nacionality_1'}),0.7043399638336347,0.9751356238698011,0.7043399638336347,1.0,1.0254983773759851,0.017512973784290176,inf,0.08409785932721704
"frozenset({'Nacionality_1', 'Debtor_0', 'Educational special needs_0'})",frozenset({'International_0'}),0.8578209764918626,0.9751356238698011,0.8578209764918626,1.0,1.0254983773759851,0.02132918341186818,inf,0.1748807631160572
"frozenset({'Debtor_0', 'International_0', 'Educational special needs_0'})",frozenset({'Nacionality_1'}),0.8578209764918626,0.9751356238698011,0.8578209764918626,1.0,1.0254983773759851,0.02132918341186818,inf,0.1748807631160572
"frozenset({'Nacionality_1', 'Educational special needs_0', 'Tuition fees up to date_1'})",frozenset({'International_0'}),0.8505877034358047,0.9751356238698011,0.8505877034358047,1.0,1.0254983773759851,0.021149332589949887,inf,0.16641452344931884
"frozenset({'International_0', 'Educational special needs_0', 'Tuition fees up to date_1'})",frozenset({'Nacionality_1'}),0.8505877034358047,0.9751356238698011,0.8505877034358047,1.0,1.0254983773759851,0.021149332589949887,inf,0.16641452344931884
"frozenset({'Marital status_1', 'Daytime/evening attendance\t_1', 'International_0', 'Previous qualification_1', 'Educational special needs_0'})",frozenset({'Nacionality_1'}),0.6943942133815552,0.9751356238698011,0.6943942133815552,1.0,1.0254983773759851,0.017265678904152537,inf,0.08136094674556188
"frozenset({'Nacionality_1', 'Educational special needs_0', 'Gender_0'})",frozenset({'International_0'}),0.6220614828209765,0.9751356238698011,0.6220614828209765,1.0,1.0254983773759851,0.015467170684970055,inf,0.06578947368421063
"frozenset({'Nacionality_1', 'Marital status_1', 'Daytime/evening attendance\t_1', 'Previous qualification_1', 'Educational special needs_0'})",frozenset({'International_0'}),0.6943942133815552,0.9751356238698011,0.6943942133815552,1.0,1.0254983773759851,0.017265678904152537,inf,0.08136094674556188
"frozenset({'Tuition fees up to date_1', 'Nacionality_1', 'Marital status_1', 'Daytime/evening attendance\t_1', 'Debtor_0'})",frozenset({'International_0'}),0.6756329113924051,0.9751356238698011,0.6756329113924051,1.0,1.0254983773759851,0.01679919083480208,inf,0.07665505226480822
"frozenset({'Educational special needs_0', 'International_0', 'Gender_0'})",frozenset({'Nacionality_1'}),0.6220614828209765,0.9751356238698011,0.6220614828209765,1.0,1.0254983773759851,0.015467170684970055,inf,0.06578947368421063
"frozenset({'Tuition fees up to date_1', 'Marital status_1', 'Daytime/evening attendance\t_1', 'Debtor_0', 'International_0'})",frozenset({'Nacionality_1'}),0.6756329113924051,0.9751356238698011,0.6756329113924051,1.0,1.0254983773759851,0.01679919083480208,inf,0.07665505226480822
"frozenset({'Nacionality_1', 'Educational special needs_0', 'Scholarship holder_0'})",frozenset({'International_0'}),0.7235533453887885,0.9751356238698011,0.7235533453887885,1.0,1.0254983773759851,0.01799070253001056,inf,0.08994276369582993
"frozenset({'International_0', 'Educational special needs_0', 'Scholarship holder_0'})",frozenset({'Nacionality_1'}),0.7235533453887885,0.9751356238698011,0.7235533453887885,1.0,1.0254983773759851,0.01799070253001056,inf,0.08994276369582993
"frozenset({'Nacionality_1', 'Debtor_0', 'Tuition fees up to date_1'})",frozenset({'International_0'}),0.8058318264014467,0.9751356238698011,0.8058318264014467,1.0,1.0254983773759851,0.02003650562933068,inf,0.1280558789289869
"frozenset({'Debtor_0', 'International_0', 'Tuition fees up to date_1'})",frozenset({'Nacionality_1'}),0.8058318264014467,0.9751356238698011,0.8058318264014467,1.0,1.0254983773759851,0.02003650562933068,inf,0.1280558789289869
"frozenset({'Nacionality_1', 'Debtor_0', 'Scholarship holder_0'})",frozenset({'International_0'}),0.6421790235081374,0.9751356238698011,0.6421790235081374,1.0,1.0254983773759851,0.015967380783430185,inf,0.06948831332912193
"frozenset({'Debtor_0', 'International_0', 'Scholarship holder_0'})",frozenset({'Nacionality_1'}),0.6421790235081374,0.9751356238698011,0.6421790235081374,1.0,1.0254983773759851,0.015967380783430185,inf,0.06948831332912193
"frozenset({'Nacionality_1', 'Scholarship holder_0', 'Tuition fees up to date_1'})",frozenset({'International_0'}),0.6270343580470162,0.9751356238698011,0.6270343580470162,1.0,1.0254983773759851,0.015590818125038819,inf,0.06666666666666661
"frozenset({'International_0', 'Scholarship holder_0', 'Tuition fees up to date_1'})",frozenset({'Nacionality_1'}),0.6270343580470162,0.9751356238698011,0.6270343580470162,1.0,1.0254983773759851,0.015590818125038819,inf,0.06666666666666661
"frozenset({'Marital status_1', 'International_0', 'Previous qualification_1'})",frozenset({'Nacionality_1'}),0.7461573236889693,0.9751356238698011,0.7461573236889693,1.0,1.0254983773759851,0.018552736348505072,inf,0.09795191451469258
"frozenset({'Nacionality_1', 'Marital status_1', 'Previous qualification_1'})",frozenset({'International_0'}),0.7461573236889693,0.9751356238698011,0.7461573236889693,1.0,1.0254983773759851,0.018552736348505072,inf,0.09795191451469258
"frozenset({'Marital status_1', 'Daytime/evening attendance\t_1', 'Debtor_0', 'International_0', 'Previous qualification_1', 'Educational special needs_0'})",frozenset({'Nacionality_1'}),0.6315551537070524,0.9751356238698011,0.6315551537070524,1.0,1.0254983773759851,0.015703224888737766,inf,0.06748466257668721
"frozenset({'Nacionality_1', 'Marital status_1'})",frozenset({'International_0'}),0.8623417721518988,0.9751356238698011,0.8623417721518988,1.0,1.0254983773759851,0.021441590175567016,inf,0.18062397372742134
"frozenset({'Nacionality_1', 'Marital status_1', 'Daytime/evening attendance\t_1', 'Debtor_0', 'Previous qualification_1', 'Educational special needs_0'})",frozenset({'International_0'}),0.6315551537070524,0.9751356238698011,0.6315551537070524,1.0,1.0254983773759851,0.015703224888737766,inf,0.06748466257668721
"frozenset({'Marital status_1', 'International_0'})",frozenset({'Nacionality_1'}),0.8623417721518988,0.9751356238698011,0.8623417721518988,1.0,1.0254983773759851,0.021441590175567016,inf,0.18062397372742134
"frozenset({'Nacionality_1', 'Marital status_1', 'Daytime/evening attendance\t_1', 'Previous qualification_1'})",frozenset({'International_0'}),0.7043399638336347,0.9751356238698011,0.7043399638336347,1.0,1.0254983773759851,0.017512973784290176,inf,0.08409785932721704
"frozenset({'Tuition fees up to date_1', 'Daytime/evening attendance\t_1', 'Debtor_0', 'International_0', 'Previous qualification_1'})",frozenset({'Nacionality_1'}),0.6333634719710669,0.9751356238698011,0.6333634719710669,1.0,1.0254983773759851,0.015748187594217256,inf,0.06781750924784195
"frozenset({'Tuition fees up to date_1', 'Nacionality_1', 'Daytime/evening attendance\t_1', 'Debtor_0', 'Previous qualification_1'})",frozenset({'International_0'}),0.6333634719710669,0.9751356238698011,0.6333634719710669,1.0,1.0254983773759851,0.015748187594217256,inf,0.06781750924784195
"frozenset({'Nacionality_1', 'Marital status_1', 'Debtor_0', 'Previous qualification_1', 'Educational special needs_0'})",frozenset({'International_0'}),0.6683996383363472,0.9751356238698011,0.6683996383363472,1.0,1.0254983773759851,0.016619340012883788,inf,0.07498295841854091
"frozenset({'Nacionality_1', 'Marital status_1', 'Educational special needs_0', 'Previous qualification_1'})",frozenset({'International_0'}),0.7359855334538878,0.9751356238698011,0.7359855334538878,1.0,1.0254983773759851,0.01829982113018258,inf,0.09417808219178089
"frozenset({'Tuition fees up to date_1', 'Marital status_1', 'Debtor_0', 'International_0', 'Previous qualification_1'})",frozenset({'Nacionality_1'}),0.6387884267631103,0.9751356238698011,0.6387884267631103,1.0,1.0254983773759851,0.015883075710655947,inf,0.06883604505632018
"frozenset({'Nacionality_1', 'Marital status_1', 'Educational special needs_0', 'Scholarship holder_0'})",frozenset({'International_0'}),0.6256781193490054,0.9751356238698011,0.6256781193490054,1.0,1.0254983773759851,0.015557096095929146,inf,0.06642512077294681
"frozenset({'International_0', 'Scholarship holder_0'})",frozenset({'Nacionality_1'}),0.7310126582278481,0.9751356238698011,0.7310126582278481,1.0,1.0254983773759851,0.018176173690113706,inf,0.09243697478991568
"frozenset({'Nacionality_1', 'Scholarship holder_0'})",frozenset({'International_0'}),0.7310126582278481,0.9751356238698011,0.7310126582278481,1.0,1.0254983773759851,0.018176173690113706,inf,0.09243697478991568
"frozenset({'Nacionality_1', 'Previous qualification_1'})",frozenset({'International_0'}),0.8169077757685352,0.9751356238698011,0.8169077757685352,1.0,1.0254983773759851,0.02031190220039303,inf,0.13580246913580227
"frozenset({'International_0', 'Previous qualification_1'})",frozenset({'Nacionality_1'}),0.8169077757685352,0.9751356238698011,0.8169077757685352,1.0,1.0254983773759851,0.02031190220039303,inf,0.13580246913580227
"frozenset({'Marital status_1', 'International_0', 'Educational special needs_0', 'Scholarship holder_0'})",frozenset({'Nacionality_1'}),0.6256781193490054,0.9751356238698011,0.6256781193490054,1.0,1.0254983773759851,0.015557096095929146,inf,0.06642512077294681
"frozenset({'International_0', 'Gender_0'})",frozenset({'Nacionality_1'}),0.6301989150090416,0.9751356238698011,0.6301989150090416,1.0,1.0254983773759851,0.015669502859628093,inf,0.06723716381418103
"frozenset({'Nacionality_1', 'Gender_0'})",frozenset({'International_0'}),0.6301989150090416,0.9751356238698011,0.6301989150090416,1.0,1.0254983773759851,0.015669502859628093,inf,0.06723716381418103
"frozenset({'Tuition fees up to date_1', 'Nacionality_1', 'Daytime/evening attendance\t_1', 'Debtor_0', 'Previous qualification_1', 'Educational special needs_0'})",frozenset({'International_0'}),0.6243218806509946,0.9751356238698011,0.6243218806509946,1.0,1.0254983773759851,0.015523374066819473,inf,0.06618531889290007
"frozenset({'Nacionality_1', 'Debtor_0', 'Marital status_1', 'Tuition fees up to date_1'})",frozenset({'International_0'}),0.722875226039783,0.9751356238698011,0.722875226039783,1.0,1.0254983773759851,0.01797384151545567,inf,0.08972267536704703
"frozenset({'International_0', 'Tuition fees up to date_1'})",frozenset({'Nacionality_1'}),0.8609855334538878,0.9751356238698011,0.8609855334538878,1.0,1.0254983773759851,0.021407868146457343,inf,0.1788617886178854
"frozenset({'Nacionality_1', 'Tuition fees up to date_1'})",frozenset({'International_0'}),0.8609855334538878,0.9751356238698011,0.8609855334538878,1.0,1.0254983773759851,0.021407868146457343,inf,0.1788617886178854
"frozenset({'Debtor_0', 'Marital status_1', 'International_0', 'Tuition fees up to date_1'})",frozenset({'Nacionality_1'}),0.722875226039783,0.9751356238698011,0.722875226039783,1.0,1.0254983773759851,0.01797384151545567,inf,0.08972267536704703
"frozenset({'Previous qualification_1', 'International_0', 'Daytime/evening attendance\t_1', 'Tuition fees up to date_1'})",frozenset({'Nacionality_1'}),0.6726943942133815,0.9751356238698011,0.6726943942133815,1.0,1.0254983773759851,0.01672612643839777,inf,0.07596685082872903
"frozenset({'Nacionality_1', 'Previous qualification_1', 'Daytime/evening attendance\t_1', 'Tuition fees up to date_1'})",frozenset({'International_0'}),0.6726943942133815,0.9751356238698011,0.6726943942133815,1.0,1.0254983773759851,0.01672612643839777,inf,0.07596685082872903
"frozenset({'Debtor_0', 'International_0'})",frozenset({'Nacionality_1'}),0.8679927667269439,0.9751356238698011,0.8679927667269439,1.0,1.0254983773759851,0.02158209863019067,inf,0.188356164383561
"frozenset({'Nacionality_1', 'Debtor_0'})",frozenset({'International_0'}),0.8679927667269439,0.9751356238698011,0.8679927667269439,1.0,1.0254983773759851,0.02158209863019067,inf,0.188356164383561
"frozenset({'Debtor_0', 'International_0', 'Daytime/evening attendance\t_1', 'Previous qualification_1'})",frozenset({'Nacionality_1'}),0.6722423146473779,0.9751356238698011,0.6722423146473779,1.0,1.0254983773759851,0.016714885762027953,inf,0.07586206896551734
"frozenset({'Nacionality_1', 'Debtor_0', 'Daytime/evening attendance\t_1', 'Previous qualification_1'})",frozenset({'International_0'}),0.6722423146473779,0.9751356238698011,0.6722423146473779,1.0,1.0254983773759851,0.016714885762027953,inf,0.07586206896551734
"frozenset({'International_0', 'Educational special needs_0'})",frozenset({'Nacionality_1'}),0.9638336347197106,0.9751356238698011,0.9638336347197106,1.0,1.0254983773759851,0.023965122020607632,inf,0.6874999999999991
"frozenset({'Nacionality_1', 'Educational special needs_0'})",frozenset({'International_0'}),0.9638336347197106,0.9751356238698011,0.9638336347197106,1.0,1.0254983773759851,0.023965122020607632,inf,0.6874999999999991
"frozenset({'Educational special needs_0', 'International_0', 'Daytime/evening attendance\t_1', 'Previous qualification_1'})",frozenset({'Nacionality_1'}),0.7328209764918626,0.9751356238698011,0.7328209764918626,1.0,1.0254983773759851,0.018221136395593307,inf,0.09306260575296098
"frozenset({'Nacionality_1', 'Educational special needs_0', 'Daytime/evening attendance\t_1', 'Previous qualification_1'})",frozenset({'International_0'}),0.7328209764918626,0.9751356238698011,0.7328209764918626,1.0,1.0254983773759851,0.018221136395593307,inf,0.09306260575296098
"frozenset({'Tuition fees up to date_1', 'Nacionality_1', 'Marital status_1', 'Debtor_0', 'Educational special needs_0'})",frozenset({'International_0'}),0.713381555153707,0.9751356238698011,0.713381555153707,1.0,1.0254983773759851,0.017737787311687958,inf,0.08675078864353285
"frozenset({'Tuition fees up to date_1', 'Nacionality_1', 'Marital status_1', 'Debtor_0', 'Previous qualification_1'})",frozenset({'International_0'}),0.6387884267631103,0.9751356238698011,0.6387884267631103,1.0,1.0254983773759851,0.015883075710655947,inf,0.06883604505632018
"frozenset({'Marital status_1', 'International_0', 'Educational special needs_0', 'Tuition fees up to date_1'})",frozenset({'Nacionality_1'}),0.7610759493670886,0.9751356238698011,0.7610759493670886,1.0,1.0254983773759851,0.018923678668711474,inf,0.10406811731315019
"frozenset({'Nacionality_1', 'Marital status_1', 'Educational special needs_0', 'Tuition fees up to date_1'})",frozenset({'International_0'}),0.7610759493670886,0.9751356238698011,0.7610759493670886,1.0,1.0254983773759851,0.018923678668711474,inf,0.10406811731315019
"frozenset({'International_0', 'Daytime/evening attendance\t_1'})",frozenset({'Nacionality_1'}),0.8673146473779385,0.9751356238698011,0.8673146473779385,1.0,1.0254983773759851,0.02156523761563589,inf,0.18739352640545132
"frozenset({'Marital status_1', 'International_0', 'Educational special needs_0', 'Previous qualification_1'})",frozenset({'Nacionality_1'}),0.7359855334538878,0.9751356238698011,0.7359855334538878,1.0,1.0254983773759851,0.01829982113018258,inf,0.09417808219178089
"frozenset({'Nacionality_1', 'Debtor_0', 'Marital status_1', 'Previous qualification_1'})",frozenset({'International_0'}),0.6776672694394213,0.9751356238698011,0.6776672694394213,1.0,1.0254983773759851,0.016849773878466645,inf,0.07713884992987387
"frozenset({'Marital status_1', 'Debtor_0', 'International_0', 'Previous qualification_1', 'Educational special needs_0'})",frozenset({'Nacionality_1'}),0.6683996383363472,0.9751356238698011,0.6683996383363472,1.0,1.0254983773759851,0.016619340012883788,inf,0.07498295841854091
"frozenset({'Debtor_0', 'Marital status_1', 'International_0', 'Previous qualification_1'})",frozenset({'Nacionality_1'}),0.6776672694394213,0.9751356238698011,0.6776672694394213,1.0,1.0254983773759851,0.016849773878466645,inf,0.07713884992987387
"frozenset({'Tuition fees up to date_1', 'Daytime/evening attendance\t_1', 'International_0', 'Previous qualification_1', 'Educational special needs_0'})",frozenset({'Nacionality_1'}),0.6632007233273056,0.9751356238698011,0.6632007233273056,1.0,1.0254983773759851,0.01649007223463006,inf,0.07382550335570447
"frozenset({'Tuition fees up to date_1', 'Nacionality_1', 'Daytime/evening attendance\t_1', 'Previous qualification_1', 'Educational special needs_0'})",frozenset({'International_0'}),0.6632007233273056,0.9751356238698011,0.6632007233273056,1.0,1.0254983773759851,0.01649007223463006,inf,0.07382550335570447
"frozenset({'Nacionality_1', 'Previous qualification_1', 'Marital status_1', 'Tuition fees up to date_1'})",frozenset({'International_0'}),0.6774412296564195,0.9751356238698011,0.6774412296564195,1.0,1.0254983773759851,0.01684415354028168,inf,0.07708479327259987
"frozenset({'Debtor_0', 'International_0', 'Daytime/evening attendance\t_1', 'Tuition fees up to date_1'})",frozenset({'Nacionality_1'}),0.7208408679927667,0.9751356238698011,0.7208408679927667,1.0,1.0254983773759851,0.017923258471791215,inf,0.08906882591093117
"frozenset({'Previous qualification_1', 'Marital status_1', 'International_0', 'Tuition fees up to date_1'})",frozenset({'Nacionality_1'}),0.6774412296564195,0.9751356238698011,0.6774412296564195,1.0,1.0254983773759851,0.01684415354028168,inf,0.07708479327259987
"frozenset({'Nacionality_1', 'Debtor_0', 'Daytime/evening attendance\t_1', 'Tuition fees up to date_1'})",frozenset({'International_0'}),0.7208408679927667,0.9751356238698011,0.7208408679927667,1.0,1.0254983773759851,0.017923258471791215,inf,0.08906882591093117
"frozenset({'Nacionality_1', 'Daytime/evening attendance\t_1'})",frozenset({'International_0'}),0.8673146473779385,0.9751356238698011,0.8673146473779385,1.0,1.0254983773759851,0.02156523761563589,inf,0.18739352640545132
"frozenset({'Educational special needs_0', 'International_0', 'Daytime/evening attendance\t_1', 'Scholarship holder_0'})",frozenset({'Nacionality_1'}),0.6301989150090416,0.9751356238698011,0.6301989150090416,1.0,1.0254983773759851,0.015669502859628093,inf,0.06723716381418103
"frozenset({'Tuition fees up to date_1', 'Daytime/evening attendance\t_1', 'Debtor_0', 'International_0', 'Previous qualification_1', 'Educational special needs_0'})",frozenset({'Nacionality_1'}),0.6243218806509946,0.9751356238698011,0.6243218806509946,1.0,1.0254983773759851,0.015523374066819473,inf,0.06618531889290007
"frozenset({'Nacionality_1', 'Educational special needs_0', 'Daytime/evening attendance\t_1', 'Scholarship holder_0'})",frozenset({'International_0'}),0.6301989150090416,0.9751356238698011,0.6301989150090416,1.0,1.0254983773759851,0.015669502859628093,inf,0.06723716381418103
"frozenset({'Daytime/evening attendance\t_1', 'Debtor_0', 'International_0', 'Previous qualification_1', 'Educational special needs_0'})",frozenset({'Nacionality_1'}),0.6629746835443038,0.9751356238698011,0.6629746835443038,1.0,1.0254983773759851,0.016484451896445096,inf,0.0737759892689467
"frozenset({'Nacionality_1', 'Daytime/evening attendance\t_1', 'Debtor_0', 'Previous qualification_1', 'Educational special needs_0'})",frozenset({'International_0'}),0.6629746835443038,0.9751356238698011,0.6629746835443038,1.0,1.0254983773759851,0.016484451896445096,inf,0.0737759892689467
"frozenset({'Educational special needs_0', 'International_0', 'Daytime/evening attendance\t_1', 'Tuition fees up to date_1'})",frozenset({'Nacionality_1'}),0.7599457504520796,0.9751356238698011,0.7599457504520796,1.0,1.0254983773759851,0.018895576977786765,inf,0.10357815442561193
"frozenset({'Nacionality_1', 'Educational special needs_0', 'Daytime/evening attendance\t_1', 'Tuition fees up to date_1'})",frozenset({'International_0'}),0.7599457504520796,0.9751356238698011,0.7599457504520796,1.0,1.0254983773759851,0.018895576977786765,inf,0.10357815442561193
"frozenset({'Debtor_0', 'Educational special needs_0', 'International_0', 'Daytime/evening attendance\t_1'})",frozenset({'Nacionality_1'}),0.7617540687160941,0.9751356238698011,0.7617540687160941,1.0,1.0254983773759851,0.018940539683266366,inf,0.10436432637571166
"frozenset({'Nacionality_1', 'Debtor_0', 'Educational special needs_0', 'Daytime/evening attendance\t_1'})",frozenset({'International_0'}),0.7617540687160941,0.9751356238698011,0.7617540687160941,1.0,1.0254983773759851,0.018940539683266366,inf,0.10436432637571166
"frozenset({'Tuition fees up to date_1', 'Nacionality_1', 'Marital status_1', 'Previous qualification_1', 'Educational special needs_0'})",frozenset({'International_0'}),0.6679475587703436,0.9751356238698011,0.6679475587703436,1.0,1.0254983773759851,0.01660809933651397,inf,0.07488087134104836
"frozenset({'Tuition fees up to date_1', 'Marital status_1', 'International_0', 'Previous qualification_1', 'Educational special needs_0'})",frozenset({'Nacionality_1'}),0.6679475587703436,0.9751356238698011,0.6679475587703436,1.0,1.0254983773759851,0.01660809933651397,inf,0.07488087134104836
"frozenset({'Nacionality_1', 'Debtor_0', 'Marital status_1', 'Educational special needs_0'})",frozenset({'International_0'}),0.7615280289330922,0.9751356238698011,0.7615280289330922,1.0,1.0254983773759851,0.018934919345081402,inf,0.10426540284360188
"frozenset({'Debtor_0', 'Marital status_1', 'International_0', 'Educational special needs_0'})",frozenset({'Nacionality_1'}),0.7615280289330922,0.9751356238698011,0.7615280289330922,1.0,1.0254983773759851,0.018934919345081402,inf,0.10426540284360188
